emp_id,gender,age,location,domicile_distance_km,transport_mode,day_of_week,is_holiday,entry_time,scheduled_time,lateness_min,lateness_label
E0043,F,30,HR_TEAM,4.1,Private_Vehicle,Tuesday,No,08:00,08:00,0,On_Time
E0031,F,35,HR_TEAM,24.9,Private_Vehicle,Wednesday,No,08:16,08:00,16,Late
E0028,F,24,RND_CENTER,4.6,Bike,Thursday,No,08:03,08:00,3,On_Time
E0169,M,53,ADMIN,16.4,Public_Transport,Friday,No,07:57,08:00,-2,On_Time
E0111,F,54,ICT_PROJECT,21.1,Private_Vehicle,Tuesday,No,08:08,08:00,8,Late
E0027,F,42,RND_CENTER,26.6,Bike,Friday,No,07:37,08:00,-22,On_Time
E0178,M,39,HR_TEAM,28.9,Walking,Thursday,No,08:02,08:00,2,On_Time
E0035,M,48,RND_CENTER,21.3,Walking,Friday,No,08:07,08:00,7,Late
E0081,M,34,ICT_PROJECT,19.1,Walking,Wednesday,No,07:45,08:00,-14,On_Time
E0173,M,33,RND_CENTER,16.7,Walking,Monday,No,08:11,08:00,11,Late
E0195,F,52,RND_CENTER,17.5,Bike,Friday,No,08:03,08:00,3,On_Time
E0074,F,22,RND_CENTER,4.1,Bike,Tuesday,No,07:55,08:00,-4,On_Time
E0014,M,34,PJOP_SURABAYA,22.8,Private_Vehicle,Wednesday,No,08:06,08:00,6,Late
E0175,F,31,ADMIN,21.0,Walking,Tuesday,No,08:22,08:00,22,Late
E0193,M,44,HR_TEAM,4.0,Private_Vehicle,Friday,No,08:01,08:00,1,On_Time
E0100,M,54,PJOP_SURABAYA,21.1,Public_Transport,Thursday,No,08:02,08:00,2,On_Time
E0100,F,42,RND_CENTER,2.6,Walking,Tuesday,No,07:55,08:00,-4,On_Time
E0159,F,36,PJOP_SURABAYA,22.9,Private_Vehicle,Tuesday,No,07:51,08:00,-8,On_Time
E0076,F,33,ADMIN,6.4,Private_Vehicle,Friday,No,08:08,08:00,8,Late
E0031,F,24,HR_TEAM,9.1,Walking,Tuesday,No,07:51,08:00,-8,On_Time
E0042,F,22,PJOP_SURABAYA,14.5,Private_Vehicle,Monday,No,08:00,08:00,0,On_Time
E0040,F,25,RND_CENTER,25.5,Walking,Thursday,No,07:55,08:00,-4,On_Time
E0147,F,26,PJOP_SURABAYA,16.2,Private_Vehicle,Friday,No,08:04,08:00,4,On_Time
E0018,M,48,RND_CENTER,16.6,Public_Transport,Wednesday,No,08:03,08:00,3,On_Time
E0057,M,43,PJOP_SURABAYA,11.5,Private_Vehicle,Friday,No,08:10,08:00,10,Late
E0136,F,22,ADMIN,20.4,Bike,Tuesday,No,07:54,08:00,-5,On_Time
E0165,M,24,PJOP_SURABAYA,12.1,Public_Transport,Thursday,No,07:57,08:00,-2,On_Time
E0066,F,23,RND_CENTER,24.8,Walking,Friday,No,07:50,08:00,-9,On_Time
E0131,F,53,ADMIN,9.6,Private_Vehicle,Wednesday,No,07:55,08:00,-4,On_Time
E0132,M,28,ICT_PROJECT,29.2,Public_Transport,Monday,No,08:03,08:00,3,On_Time
E0054,M,49,ADMIN,7.0,Bike,Monday,No,08:07,08:00,7,Late
E0192,M,23,HR_TEAM,21.8,Public_Transport,Monday,No,07:50,08:00,-9,On_Time
E0019,M,33,PJOP_SURABAYA,17.2,Private_Vehicle,Wednesday,No,08:08,08:00,8,Late
E0105,F,50,HR_TEAM,13.6,Public_Transport,Thursday,No,08:13,08:00,13,Late
E0173,M,22,RND_CENTER,2.8,Public_Transport,Monday,No,08:04,08:00,4,On_Time
E0092,M,40,PJOP_SURABAYA,18.6,Walking,Thursday,No,08:18,08:00,18,Late
E0098,F,23,HR_TEAM,5.5,Private_Vehicle,Tuesday,No,07:52,08:00,-7,On_Time
E0192,F,40,ICT_PROJECT,9.6,Walking,Monday,No,07:47,08:00,-12,On_Time
E0142,M,29,ADMIN,1.1,Bike,Friday,No,07:42,08:00,-17,On_Time
E0141,M,41,ICT_PROJECT,22.7,Walking,Tuesday,No,08:14,08:00,14,Late
E0106,M,32,ICT_PROJECT,7.4,Walking,Tuesday,No,08:06,08:00,6,Late
E0030,M,25,RND_CENTER,14.4,Public_Transport,Wednesday,No,07:59,08:00,0,On_Time
E0172,M,38,ADMIN,6.7,Bike,Wednesday,No,08:02,08:00,2,On_Time
E0092,M,37,ADMIN,9.3,Public_Transport,Tuesday,No,07:48,08:00,-11,On_Time
E0082,F,50,PJOP_SURABAYA,18.9,Walking,Friday,No,08:24,08:00,24,Late
E0040,F,42,HR_TEAM,5.9,Walking,Tuesday,No,08:01,08:00,1,On_Time
E0057,F,39,PJOP_SURABAYA,4.9,Walking,Thursday,No,08:01,08:00,1,On_Time
E0119,F,44,PJOP_SURABAYA,15.1,Public_Transport,Tuesday,No,08:07,08:00,7,Late
E0166,M,39,ICT_PROJECT,26.8,Private_Vehicle,Wednesday,No,08:04,08:00,4,On_Time
E0188,M,26,ADMIN,25.6,Public_Transport,Friday,No,08:02,08:00,2,On_Time
E0149,F,35,ADMIN,17.0,Bike,Tuesday,No,07:52,08:00,-7,On_Time
E0094,F,36,RND_CENTER,22.3,Walking,Tuesday,No,08:04,08:00,4,On_Time
E0119,M,47,PJOP_SURABAYA,15.6,Private_Vehicle,Friday,No,08:18,08:00,18,Late
E0176,M,54,ICT_PROJECT,13.9,Private_Vehicle,Friday,No,08:13,08:00,13,Late
E0145,M,52,PJOP_SURABAYA,2.2,Bike,Tuesday,No,08:15,08:00,15,Late
E0017,F,45,ICT_PROJECT,2.2,Private_Vehicle,Friday,No,07:54,08:00,-5,On_Time
E0093,F,52,HR_TEAM,26.6,Public_Transport,Wednesday,No,07:50,08:00,-9,On_Time
E0027,F,38,RND_CENTER,16.8,Private_Vehicle,Thursday,No,07:58,08:00,-1,On_Time
E0168,F,45,RND_CENTER,19.9,Public_Transport,Friday,No,08:00,08:00,0,On_Time
E0065,F,36,RND_CENTER,12.8,Walking,Thursday,No,08:10,08:00,10,Late
E0124,M,54,ICT_PROJECT,13.8,Private_Vehicle,Monday,No,07:43,08:00,-16,On_Time
E0132,F,35,ICT_PROJECT,6.4,Walking,Friday,No,08:15,08:00,15,Late
E0184,M,36,HR_TEAM,24.5,Public_Transport,Thursday,No,07:58,08:00,-1,On_Time
E0173,F,52,ICT_PROJECT,18.1,Bike,Monday,No,07:55,08:00,-4,On_Time
E0063,M,30,RND_CENTER,18.2,Private_Vehicle,Friday,No,07:49,08:00,-10,On_Time
E0011,M,25,ICT_PROJECT,8.5,Private_Vehicle,Friday,No,07:43,08:00,-16,On_Time
E0104,M,40,ADMIN,7.3,Bike,Thursday,No,08:08,08:00,8,Late
E0044,M,48,RND_CENTER,5.1,Private_Vehicle,Friday,No,08:00,08:00,0,On_Time
E0169,F,32,PJOP_SURABAYA,27.7,Public_Transport,Tuesday,No,07:47,08:00,-12,On_Time
E0097,F,30,ADMIN,1.5,Bike,Tuesday,No,07:47,08:00,-12,On_Time
E0156,M,33,HR_TEAM,27.1,Public_Transport,Friday,No,07:56,08:00,-3,On_Time
E0129,M,27,HR_TEAM,20.1,Public_Transport,Thursday,No,08:16,08:00,16,Late
E0134,F,45,ADMIN,21.2,Bike,Tuesday,No,07:57,08:00,-2,On_Time
E0124,F,44,RND_CENTER,24.3,Public_Transport,Thursday,No,07:44,08:00,-15,On_Time
E0035,F,52,ICT_PROJECT,27.4,Public_Transport,Wednesday,No,07:57,08:00,-2,On_Time
E0154,F,38,ICT_PROJECT,1.2,Public_Transport,Friday,No,07:57,08:00,-2,On_Time
E0134,M,55,ADMIN,11.9,Private_Vehicle,Wednesday,No,07:33,08:00,-26,On_Time
E0105,F,28,ICT_PROJECT,13.4,Walking,Wednesday,No,07:59,08:00,0,On_Time
E0138,F,45,RND_CENTER,9.0,Bike,Tuesday,No,07:57,08:00,-2,On_Time
E0106,F,33,PJOP_SURABAYA,17.2,Bike,Wednesday,No,08:06,08:00,6,Late
E0079,F,47,ICT_PROJECT,25.8,Public_Transport,Tuesday,No,08:18,08:00,18,Late
E0115,M,28,ICT_PROJECT,15.7,Walking,Friday,No,08:11,08:00,11,Late
E0158,M,32,HR_TEAM,29.0,Public_Transport,Monday,No,07:57,08:00,-2,On_Time
E0038,F,49,ADMIN,2.9,Private_Vehicle,Wednesday,No,07:48,08:00,-11,On_Time
E0021,M,46,HR_TEAM,18.8,Walking,Friday,No,08:25,08:00,25,Late
E0015,M,53,HR_TEAM,1.3,Walking,Tuesday,No,08:00,08:00,0,On_Time
E0009,M,32,ADMIN,11.4,Public_Transport,Tuesday,No,08:00,08:00,0,On_Time
E0023,F,47,PJOP_SURABAYA,20.4,Bike,Friday,No,07:59,08:00,0,On_Time
E0052,M,26,ADMIN,16.9,Walking,Wednesday,No,08:01,08:00,1,On_Time
E0071,M,34,HR_TEAM,28.0,Public_Transport,Wednesday,No,07:58,08:00,-1,On_Time
E0045,F,54,ADMIN,17.2,Walking,Wednesday,No,07:54,08:00,-5,On_Time
E0030,F,38,HR_TEAM,29.0,Bike,Tuesday,No,07:54,08:00,-5,On_Time
E0194,F,51,HR_TEAM,27.0,Public_Transport,Thursday,No,07:59,08:00,0,On_Time
E0030,F,26,HR_TEAM,19.4,Private_Vehicle,Tuesday,No,07:54,08:00,-5,On_Time
E0081,F,44,RND_CENTER,16.5,Walking,Tuesday,No,07:52,08:00,-7,On_Time
E0074,M,47,PJOP_SURABAYA,3.2,Private_Vehicle,Thursday,No,08:01,08:00,1,On_Time
E0081,F,35,RND_CENTER,8.8,Private_Vehicle,Thursday,No,07:57,08:00,-2,On_Time
E0189,M,37,ICT_PROJECT,26.3,Private_Vehicle,Tuesday,No,08:15,08:00,15,Late
E0052,M,44,ICT_PROJECT,23.6,Public_Transport,Monday,No,07:33,08:00,-26,On_Time
E0174,F,22,RND_CENTER,28.8,Bike,Wednesday,No,08:10,08:00,10,Late
E0159,F,53,RND_CENTER,26.2,Bike,Tuesday,No,08:12,08:00,12,Late
E0196,F,47,ICT_PROJECT,22.8,Private_Vehicle,Monday,No,07:39,08:00,-20,On_Time
E0135,F,52,RND_CENTER,1.9,Walking,Thursday,No,07:56,08:00,-3,On_Time
E0176,M,51,ADMIN,21.2,Bike,Wednesday,No,07:56,08:00,-3,On_Time
E0177,M,22,ICT_PROJECT,12.0,Public_Transport,Wednesday,No,07:45,08:00,-14,On_Time
E0093,F,33,RND_CENTER,8.6,Walking,Thursday,No,07:52,08:00,-7,On_Time
E0157,F,45,ICT_PROJECT,15.5,Private_Vehicle,Thursday,No,07:48,08:00,-11,On_Time
E0180,F,45,HR_TEAM,9.1,Private_Vehicle,Friday,No,08:17,08:00,17,Late
E0034,M,28,PJOP_SURABAYA,24.3,Bike,Thursday,No,08:09,08:00,9,Late
E0051,M,31,HR_TEAM,24.4,Private_Vehicle,Thursday,No,08:12,08:00,12,Late
E0128,M,55,RND_CENTER,21.9,Bike,Wednesday,No,08:07,08:00,7,Late
E0065,M,47,ADMIN,21.0,Public_Transport,Tuesday,No,07:48,08:00,-11,On_Time
E0066,F,28,HR_TEAM,22.6,Walking,Wednesday,No,07:54,08:00,-5,On_Time
E0093,F,44,ADMIN,12.9,Walking,Friday,No,08:04,08:00,4,On_Time
E0051,M,40,PJOP_SURABAYA,10.4,Bike,Thursday,No,07:47,08:00,-12,On_Time
E0021,F,40,HR_TEAM,19.3,Private_Vehicle,Tuesday,No,08:07,08:00,7,Late
E0164,F,48,RND_CENTER,17.6,Public_Transport,Monday,No,07:57,08:00,-2,On_Time
E0042,F,36,PJOP_SURABAYA,10.2,Walking,Wednesday,No,07:56,08:00,-3,On_Time
E0155,F,39,HR_TEAM,23.6,Walking,Friday,No,08:07,08:00,7,Late
E0134,F,48,ICT_PROJECT,6.3,Public_Transport,Tuesday,No,08:04,08:00,4,On_Time
E0187,M,38,ADMIN,7.1,Bike,Monday,No,07:56,08:00,-3,On_Time
E0025,M,52,RND_CENTER,2.6,Bike,Friday,No,08:11,08:00,11,Late
E0196,M,28,PJOP_SURABAYA,18.9,Public_Transport,Thursday,No,07:49,08:00,-10,On_Time
E0080,M,37,PJOP_SURABAYA,13.9,Private_Vehicle,Tuesday,No,08:06,08:00,6,Late
E0135,M,23,ADMIN,20.2,Walking,Thursday,No,08:05,08:00,5,On_Time
E0120,F,50,ICT_PROJECT,29.1,Private_Vehicle,Friday,No,07:56,08:00,-3,On_Time
E0153,F,49,RND_CENTER,19.6,Walking,Wednesday,No,08:03,08:00,3,On_Time
E0124,M,27,HR_TEAM,9.9,Bike,Wednesday,No,07:47,08:00,-12,On_Time
E0040,F,22,ADMIN,16.2,Private_Vehicle,Wednesday,No,08:09,08:00,9,Late
E0074,F,22,HR_TEAM,28.5,Bike,Wednesday,No,07:58,08:00,-1,On_Time
E0003,F,40,RND_CENTER,7.7,Public_Transport,Friday,No,07:54,08:00,-5,On_Time
E0096,M,48,RND_CENTER,13.7,Private_Vehicle,Tuesday,No,08:10,08:00,10,Late
E0184,F,46,ICT_PROJECT,8.6,Bike,Tuesday,No,07:52,08:00,-7,On_Time
E0133,F,40,RND_CENTER,24.5,Bike,Tuesday,No,07:45,08:00,-14,On_Time
E0018,M,30,PJOP_SURABAYA,4.2,Bike,Friday,No,07:44,08:00,-15,On_Time
E0116,F,53,ICT_PROJECT,10.3,Private_Vehicle,Monday,No,08:06,08:00,6,Late
E0137,M,33,ADMIN,9.2,Private_Vehicle,Thursday,No,07:47,08:00,-12,On_Time
E0187,M,36,ADMIN,5.4,Bike,Tuesday,No,08:17,08:00,17,Late
E0088,F,41,HR_TEAM,29.9,Bike,Monday,No,07:39,08:00,-20,On_Time
E0085,M,31,ADMIN,8.7,Bike,Monday,No,08:16,08:00,16,Late
E0140,F,33,ICT_PROJECT,27.0,Walking,Thursday,No,08:02,08:00,2,On_Time
E0004,M,37,HR_TEAM,23.4,Bike,Tuesday,No,07:59,08:00,0,On_Time
E0189,M,34,HR_TEAM,22.3,Public_Transport,Friday,No,07:54,08:00,-5,On_Time
E0171,M,52,HR_TEAM,20.8,Walking,Wednesday,No,08:03,08:00,3,On_Time
E0041,M,55,ADMIN,8.3,Walking,Tuesday,No,07:59,08:00,0,On_Time
E0093,M,35,ADMIN,7.8,Bike,Wednesday,No,08:11,08:00,11,Late
E0004,M,39,RND_CENTER,4.5,Private_Vehicle,Monday,No,08:01,08:00,1,On_Time
E0011,F,31,PJOP_SURABAYA,23.4,Private_Vehicle,Tuesday,No,08:01,08:00,1,On_Time
E0128,M,43,ADMIN,2.7,Private_Vehicle,Friday,No,07:56,08:00,-3,On_Time
E0028,M,53,ICT_PROJECT,10.2,Walking,Thursday,No,07:59,08:00,0,On_Time
E0188,M,23,HR_TEAM,11.4,Private_Vehicle,Wednesday,No,08:03,08:00,3,On_Time
E0011,F,50,RND_CENTER,9.5,Bike,Tuesday,No,07:42,08:00,-17,On_Time
E0146,M,44,PJOP_SURABAYA,22.2,Walking,Friday,No,07:46,08:00,-13,On_Time
E0142,M,26,RND_CENTER,5.5,Walking,Wednesday,No,08:07,08:00,7,Late
E0139,F,51,ADMIN,23.5,Bike,Tuesday,No,08:01,08:00,1,On_Time
E0005,F,37,PJOP_SURABAYA,21.9,Bike,Tuesday,No,07:58,08:00,-1,On_Time
E0135,F,31,RND_CENTER,9.2,Bike,Wednesday,No,08:00,08:00,0,On_Time
E0029,M,55,ADMIN,2.3,Private_Vehicle,Tuesday,No,08:03,08:00,3,On_Time
E0009,M,28,HR_TEAM,6.6,Public_Transport,Friday,No,07:54,08:00,-5,On_Time
E0165,F,53,RND_CENTER,19.1,Walking,Monday,No,07:52,08:00,-7,On_Time
E0094,M,26,ADMIN,28.0,Private_Vehicle,Thursday,No,08:01,08:00,1,On_Time
E0021,F,25,PJOP_SURABAYA,17.2,Bike,Wednesday,No,07:50,08:00,-9,On_Time
E0182,M,39,RND_CENTER,2.2,Public_Transport,Wednesday,No,08:04,08:00,4,On_Time
E0020,M,55,ADMIN,3.9,Private_Vehicle,Friday,No,07:42,08:00,-17,On_Time
E0099,M,34,RND_CENTER,20.0,Private_Vehicle,Friday,No,08:10,08:00,10,Late
E0192,F,28,RND_CENTER,11.4,Bike,Thursday,No,08:04,08:00,4,On_Time
E0027,M,33,RND_CENTER,12.6,Walking,Tuesday,No,08:02,08:00,2,On_Time
E0137,F,44,PJOP_SURABAYA,17.0,Walking,Wednesday,No,08:09,08:00,9,Late
E0106,F,42,RND_CENTER,8.0,Private_Vehicle,Thursday,No,08:16,08:00,16,Late
E0197,F,45,HR_TEAM,14.0,Bike,Monday,No,08:10,08:00,10,Late
E0186,M,40,RND_CENTER,1.5,Private_Vehicle,Wednesday,No,07:41,08:00,-18,On_Time
E0002,F,36,ICT_PROJECT,25.8,Public_Transport,Wednesday,No,07:47,08:00,-12,On_Time
E0142,M,28,ADMIN,14.4,Private_Vehicle,Tuesday,No,07:53,08:00,-6,On_Time
E0068,F,37,ICT_PROJECT,8.4,Walking,Monday,No,08:00,08:00,0,On_Time
E0147,F,35,ADMIN,22.0,Bike,Tuesday,No,08:05,08:00,5,On_Time
E0125,M,41,ADMIN,22.2,Bike,Monday,No,07:52,08:00,-7,On_Time
E0200,M,43,PJOP_SURABAYA,26.5,Bike,Thursday,No,08:01,08:00,1,On_Time
E0031,M,22,HR_TEAM,2.6,Public_Transport,Wednesday,No,07:52,08:00,-7,On_Time
E0139,M,42,RND_CENTER,21.2,Private_Vehicle,Monday,No,07:53,08:00,-6,On_Time
E0173,F,50,RND_CENTER,17.7,Public_Transport,Tuesday,No,07:45,08:00,-14,On_Time
E0111,F,47,ICT_PROJECT,4.8,Public_Transport,Thursday,No,07:50,08:00,-9,On_Time
E0147,M,47,PJOP_SURABAYA,3.5,Bike,Tuesday,No,07:46,08:00,-13,On_Time
E0196,M,52,RND_CENTER,6.7,Bike,Friday,No,07:50,08:00,-9,On_Time
E0051,M,37,ADMIN,8.7,Bike,Wednesday,No,08:10,08:00,10,Late
E0176,M,29,HR_TEAM,13.3,Walking,Tuesday,No,07:50,08:00,-9,On_Time
E0083,F,23,PJOP_SURABAYA,5.9,Walking,Friday,No,08:26,08:00,26,Late
E0114,M,50,ADMIN,27.8,Private_Vehicle,Tuesday,No,08:04,08:00,4,On_Time
E0176,F,31,ADMIN,4.3,Public_Transport,Tuesday,No,08:01,08:00,1,On_Time
E0159,M,40,ADMIN,11.0,Public_Transport,Wednesday,No,07:51,08:00,-8,On_Time
E0116,F,23,PJOP_SURABAYA,7.1,Private_Vehicle,Tuesday,No,08:07,08:00,7,Late
E0140,F,52,RND_CENTER,22.2,Private_Vehicle,Monday,No,07:54,08:00,-5,On_Time
E0097,M,38,ICT_PROJECT,2.7,Private_Vehicle,Friday,No,08:01,08:00,1,On_Time
E0070,M,51,ADMIN,2.9,Walking,Wednesday,No,08:25,08:00,25,Late
E0028,M,40,HR_TEAM,7.7,Bike,Friday,No,07:59,08:00,0,On_Time
E0182,M,42,HR_TEAM,26.1,Public_Transport,Tuesday,No,08:11,08:00,11,Late
E0051,F,23,ADMIN,8.2,Walking,Wednesday,No,07:52,08:00,-7,On_Time
E0126,F,32,ADMIN,11.1,Walking,Wednesday,No,07:59,08:00,0,On_Time
E0161,F,37,RND_CENTER,9.0,Public_Transport,Wednesday,No,08:17,08:00,17,Late
E0100,M,39,ICT_PROJECT,5.4,Bike,Tuesday,No,07:53,08:00,-6,On_Time
E0023,F,55,RND_CENTER,26.3,Private_Vehicle,Thursday,No,08:18,08:00,18,Late
E0062,M,49,PJOP_SURABAYA,27.4,Walking,Thursday,No,08:07,08:00,7,Late
E0139,M,35,ICT_PROJECT,17.8,Private_Vehicle,Tuesday,No,07:54,08:00,-5,On_Time
E0080,M,49,ICT_PROJECT,20.0,Private_Vehicle,Wednesday,No,08:06,08:00,6,Late
E0018,M,33,PJOP_SURABAYA,25.3,Private_Vehicle,Monday,No,08:09,08:00,9,Late
E0196,F,48,HR_TEAM,9.8,Walking,Tuesday,No,08:06,08:00,6,Late
E0200,M,28,ICT_PROJECT,6.4,Walking,Friday,No,07:44,08:00,-15,On_Time
E0146,M,36,ICT_PROJECT,20.9,Walking,Monday,No,07:52,08:00,-7,On_Time
E0177,F,30,RND_CENTER,25.5,Bike,Wednesday,No,07:57,08:00,-2,On_Time
E0048,F,53,HR_TEAM,5.0,Private_Vehicle,Tuesday,No,07:59,08:00,0,On_Time
E0009,F,22,PJOP_SURABAYA,28.6,Private_Vehicle,Tuesday,No,08:06,08:00,6,Late
E0194,M,26,ICT_PROJECT,27.9,Bike,Friday,No,08:01,08:00,1,On_Time
E0126,F,51,ICT_PROJECT,13.4,Public_Transport,Friday,No,07:46,08:00,-13,On_Time
E0189,F,42,HR_TEAM,18.7,Public_Transport,Friday,No,08:03,08:00,3,On_Time
E0028,F,51,ADMIN,26.5,Private_Vehicle,Friday,No,08:06,08:00,6,Late
E0138,F,24,RND_CENTER,12.2,Public_Transport,Tuesday,No,08:05,08:00,5,On_Time
E0075,F,47,PJOP_SURABAYA,23.4,Walking,Thursday,No,08:10,08:00,10,Late
E0043,F,40,RND_CENTER,27.7,Private_Vehicle,Thursday,No,08:08,08:00,8,Late
E0166,F,27,RND_CENTER,4.3,Private_Vehicle,Thursday,No,08:04,08:00,4,On_Time
E0106,F,50,ADMIN,6.2,Private_Vehicle,Thursday,No,07:59,08:00,0,On_Time
E0024,F,42,ICT_PROJECT,21.8,Public_Transport,Monday,No,07:43,08:00,-16,On_Time
E0030,F,45,ADMIN,16.2,Bike,Friday,No,08:04,08:00,4,On_Time
E0157,M,46,RND_CENTER,12.0,Private_Vehicle,Wednesday,No,08:02,08:00,2,On_Time
E0145,M,32,ICT_PROJECT,6.2,Public_Transport,Thursday,No,08:02,08:00,2,On_Time
E0079,F,50,PJOP_SURABAYA,19.2,Public_Transport,Tuesday,No,07:47,08:00,-12,On_Time
E0052,M,38,ADMIN,14.3,Bike,Friday,No,07:49,08:00,-10,On_Time
E0002,F,37,ICT_PROJECT,18.1,Bike,Thursday,No,08:10,08:00,10,Late
E0105,F,27,RND_CENTER,18.4,Private_Vehicle,Friday,No,07:59,08:00,0,On_Time
E0072,M,25,ICT_PROJECT,5.3,Walking,Monday,No,08:06,08:00,6,Late
E0038,M,41,PJOP_SURABAYA,27.7,Public_Transport,Monday,No,08:00,08:00,0,On_Time
E0107,M,32,PJOP_SURABAYA,18.7,Private_Vehicle,Thursday,No,08:00,08:00,0,On_Time
E0192,F,24,ADMIN,23.3,Walking,Wednesday,No,08:09,08:00,9,Late
E0098,M,49,RND_CENTER,2.9,Bike,Tuesday,No,07:54,08:00,-5,On_Time
E0032,F,43,RND_CENTER,13.0,Private_Vehicle,Tuesday,No,08:00,08:00,0,On_Time
E0157,M,28,RND_CENTER,22.2,Public_Transport,Thursday,No,07:55,08:00,-4,On_Time
E0186,F,49,RND_CENTER,25.6,Walking,Friday,No,07:55,08:00,-4,On_Time
E0148,F,30,RND_CENTER,17.3,Bike,Thursday,No,07:56,08:00,-3,On_Time
E0047,M,40,ICT_PROJECT,1.0,Public_Transport,Thursday,No,08:02,08:00,2,On_Time
E0161,M,35,RND_CENTER,30.0,Bike,Monday,No,07:55,08:00,-4,On_Time
E0086,F,35,ADMIN,19.6,Walking,Wednesday,No,08:12,08:00,12,Late
E0018,F,41,RND_CENTER,16.9,Public_Transport,Monday,No,07:51,08:00,-8,On_Time
E0176,F,43,HR_TEAM,22.0,Public_Transport,Tuesday,No,07:58,08:00,-1,On_Time
E0050,F,43,HR_TEAM,27.6,Public_Transport,Tuesday,No,07:55,08:00,-4,On_Time
E0124,M,51,RND_CENTER,27.0,Bike,Thursday,No,08:14,08:00,14,Late
E0191,M,55,PJOP_SURABAYA,17.4,Walking,Friday,No,08:01,08:00,1,On_Time
E0138,M,35,RND_CENTER,20.9,Walking,Monday,No,08:10,08:00,10,Late
E0039,F,23,PJOP_SURABAYA,29.5,Private_Vehicle,Friday,No,07:45,08:00,-14,On_Time
E0156,F,33,RND_CENTER,4.4,Walking,Wednesday,No,08:02,08:00,2,On_Time
E0182,M,39,HR_TEAM,3.5,Private_Vehicle,Wednesday,No,08:08,08:00,8,Late
E0116,F,35,RND_CENTER,9.8,Public_Transport,Wednesday,No,08:00,08:00,0,On_Time
E0010,M,27,HR_TEAM,15.7,Bike,Friday,No,08:10,08:00,10,Late
E0040,M,43,HR_TEAM,22.2,Walking,Wednesday,No,07:54,08:00,-5,On_Time
E0037,M,55,ICT_PROJECT,7.0,Public_Transport,Thursday,No,08:14,08:00,14,Late
E0100,M,22,PJOP_SURABAYA,28.0,Public_Transport,Wednesday,No,08:22,08:00,22,Late
E0120,M,28,RND_CENTER,23.2,Walking,Monday,No,07:56,08:00,-3,On_Time
E0148,F,35,PJOP_SURABAYA,6.8,Walking,Wednesday,No,07:55,08:00,-4,On_Time
E0137,F,50,ADMIN,8.9,Private_Vehicle,Wednesday,No,08:14,08:00,14,Late
E0030,M,54,ADMIN,7.0,Walking,Friday,No,08:15,08:00,15,Late
E0082,F,31,PJOP_SURABAYA,17.6,Private_Vehicle,Monday,No,07:54,08:00,-5,On_Time
E0080,F,50,ADMIN,4.8,Bike,Monday,No,07:55,08:00,-4,On_Time
E0028,F,25,ADMIN,13.4,Private_Vehicle,Friday,No,07:57,08:00,-2,On_Time
E0152,F,44,PJOP_SURABAYA,10.6,Private_Vehicle,Friday,No,07:46,08:00,-13,On_Time
E0021,F,30,ADMIN,24.6,Bike,Monday,No,07:50,08:00,-9,On_Time
E0117,F,51,HR_TEAM,7.7,Private_Vehicle,Tuesday,No,07:49,08:00,-10,On_Time
E0158,F,45,HR_TEAM,6.3,Walking,Wednesday,No,07:52,08:00,-7,On_Time
E0117,F,23,ADMIN,14.8,Walking,Thursday,No,07:59,08:00,0,On_Time
E0119,M,40,PJOP_SURABAYA,18.5,Private_Vehicle,Friday,No,08:02,08:00,2,On_Time
E0027,F,28,PJOP_SURABAYA,17.1,Public_Transport,Wednesday,No,08:15,08:00,15,Late
E0137,F,47,RND_CENTER,13.0,Private_Vehicle,Friday,No,07:50,08:00,-9,On_Time
E0041,F,46,ADMIN,10.9,Bike,Thursday,No,08:09,08:00,9,Late
E0146,F,37,ICT_PROJECT,20.2,Public_Transport,Friday,No,07:57,08:00,-2,On_Time
E0125,M,51,PJOP_SURABAYA,17.1,Bike,Tuesday,No,07:59,08:00,0,On_Time
E0079,F,26,RND_CENTER,4.2,Bike,Wednesday,No,08:06,08:00,6,Late
E0127,M,27,ICT_PROJECT,24.7,Public_Transport,Tuesday,No,07:48,08:00,-11,On_Time
E0170,M,50,RND_CENTER,9.5,Bike,Tuesday,No,08:03,08:00,3,On_Time
E0053,F,41,RND_CENTER,24.0,Walking,Thursday,No,08:01,08:00,1,On_Time
E0184,F,27,RND_CENTER,1.2,Bike,Tuesday,No,08:04,08:00,4,On_Time
E0076,M,45,RND_CENTER,29.1,Public_Transport,Friday,No,08:02,08:00,2,On_Time
E0092,M,40,ADMIN,7.8,Bike,Wednesday,No,08:24,08:00,24,Late
E0183,F,47,HR_TEAM,13.6,Private_Vehicle,Tuesday,No,07:53,08:00,-6,On_Time
E0122,M,34,RND_CENTER,12.2,Walking,Thursday,No,07:54,08:00,-5,On_Time
E0040,F,30,ICT_PROJECT,1.3,Public_Transport,Tuesday,No,07:53,08:00,-6,On_Time
E0185,F,49,ICT_PROJECT,3.5,Bike,Thursday,No,07:54,08:00,-5,On_Time
E0179,F,33,HR_TEAM,15.8,Bike,Thursday,No,07:53,08:00,-6,On_Time
E0091,M,33,HR_TEAM,18.5,Bike,Tuesday,No,08:11,08:00,11,Late
E0183,F,48,RND_CENTER,17.7,Public_Transport,Monday,No,08:14,08:00,14,Late
E0146,F,45,ADMIN,17.8,Public_Transport,Tuesday,No,07:54,08:00,-5,On_Time
