ID,발생일시,사고인지 시간,날씨,기온,습도,공사종류,연면적,층 정보,인적사고,물적사고,공종,사고객체,작업프로세스,장소,부위,사고원인,재발방지대책 및 향후조치계획
TRAIN_08082,2022-08-26 오후 02:30,정규작업 -,맑음,27℃,61%,건축 / 건축물 / 공동주택,"203,921㎡","지상 25층, 지하 3층",물체에 맞음,없음,건축 > 철근콘크리트공사,건설공구 > 공구류,상차 및 하역작업,공동주택 / 내부,공구류 / 인양함 옆,oo도시개발 소속 형틀공 지**(**년생/만**세)씨가 2022년 08월 26일 15:30 경 3138동 지상1층에서 형틀 자재 하역 작업 중 순간 돌풍으로 인양함이 밀려 모서리에 발을 부딪힘,인양작업에 대한 근로자 안전교육 강화와 인양함 모서리 보양조치 시행.
TRAIN_08083,2022-08-26 오후 01:20,정규작업 -,맑음,27℃,60%,토목 / 기타 / 부지조성,-,-,기타,전도,토목 > 토공사,건설기계 > 덤프트럭,상차 및 하역작업,부지조성 / 내부,덤프트럭 / 바닥,운전자의 과실로 인한 덤프트럭 전도,위험성 평가 등급 조정 및 확인 점검과 전 근로자 대상 특별 안전 교육 실시를 통한 관리 철저 요망.
TRAIN_08084,2022-08-26 오후 12:30,정규작업 -,맑음,28℃,70%,건축 / 건축물 / 근린생활시설,149.25㎡,"지상 2층, 지하 0층",넘어짐(미끄러짐),없음,건축 > 철근콘크리트공사,건설자재 > 자재,조립작업,근린생활시설 / 내부,자재 / 하부(아래),합판을 밟아서 미끄러짐,지속적인 안전교육 및 현장 자율점검 실시를 통한 동종 재해 재발 방지.
TRAIN_08085,2022-08-26 오후 12:10,정규작업 -,맑음,27℃,61%,건축 / 건축물 / 공동주택,"169,368.69㎡","지상 25층, 지하 1층",기타,없음,건축 > 가설공사,기타 > 기타,기타,공동주택 / 내부,기타 / 바닥,이동 중 주의사항에 대한 교육 미흡,이동 중 주의사항에 대한 교육 실시.
TRAIN_08086,2022-08-26 오전 11:47,식사ㆍ휴식 등 -,맑음,25℃,50%,토목 / 철도 / 기타,-,-,없음,없음,토목 > 철도 및 궤도공사,질병 > 질병,기타,기타 / 근로자 휴게소,질병 / 근로자 휴게소,뇌동맥류 파열,작업자 개인 건강 상태 확인 관리 철저.
TRAIN_08087,2022-08-26 오전 11:10,정규작업 -,맑음,29℃,58%,토목 / 교량 / 기타,-,-,넘어짐(미끄러짐),없음,토목 > 교량공사,기타 > 기타,해체작업,기타 / 외부,기타 / 바닥,작업자 단순과실,작업자 안전 교육 및 자재 관리와 정리의 철저함.
TRAIN_08088,2022-08-26 오전 10:30,정규작업 -,맑음,28℃,55%,토목 / 터널 / 도로터널,-,-,물체에 맞음,없음,토목 > 터널공사,건설자재 > 자재,설치작업,도로터널 / 내부,자재 / 바닥,막장면 중앙부 배면(육안으로 확인 불가지점 분리층) 암석이 격자지보 위로 쏟아지면서 격자지보를 쳐서 발생한 사고,사고 발생 원인 파악과 재발 방지 대책 마련.
TRAIN_08089,2022-08-26 오전 10:30,정규작업 -,맑음,25℃,50%,건축 / 건축물 / 공동주택,"71,845.45㎡","지상 2층, 지하 29층",넘어짐(물체에 걸림),없음,건축 > 철근콘크리트공사,건설자재 > 철근,형틀 및 목공,공동주택 / 내부,철근 / 바닥,이동 중 주위 확인 미흡,근로자 이동통로 확보 및 현장 내 정리정돈 실시와 철저 지도.
TRAIN_08090,2022-08-26 오전 10:30,정규작업 -,맑음,30℃,60%,건축 / 건축물 / 공동주택,"249,427.41㎡","지상 49층, 지하 4층","절단, 베임",없음,건축 > 철근콘크리트공사,건설공구 > 공구류,형틀 및 목공,공동주택 / 내부,공구류 / 하부(아래),유로폼 상부에서 톱날 작업중 불안전한 자세,기계기구 사용 시 안전수칙 및 준수사항에 대한 특별안전교육 실시.
TRAIN_08091,2022-08-26 오전 10:30,정규작업 -,맑음,28℃,48%,건축 / 건축물 / 공동주택,"122,415㎡","지상 49층, 지하 4층",넘어짐(미끄러짐),없음,건축 > 철근콘크리트공사,건설자재 > 자재,운반작업,공동주택 / 내부,자재 / 지하,자재 운반 중 계단 참에서 회전시 발을 헛디뎌 중심을 잃고 미끄러져 넘어짐.,"현장책임자에게 관리 감독을 철저히 하고, 유사사고 재발 방지를 위해 TBM 시간을 활용한 안전교육을 철저히 실시하는 조치."
TRAIN_08092,2022-08-26 오전 10:05,정규작업 -,맑음,28℃,60%,건축 / 건축물 / 공동주택,"8,124.90㎡","지상 7층, 지하 1층",넘어짐(기타),없음,건축 > 철근콘크리트공사,토사 및 암반 > 지반,적재작업,공동주택 / 내부,지반 / 바닥,작업자의 불안전한 행동으로 인한 넘어짐,"강원지역본부장, 안전관리단, 주택사업부의 재해율 감소대책 종합 검토 및 재발방지대책 강화와 특별관리지구 선정 의결 예정에 따른 안전사고 집중 발생 시 담당 감독의 현장 상주 및 작업자 경각심 고취."
TRAIN_08093,2022-08-26 오전 09:10,정규작업 -,흐림,23℃,78%,건축 / 건축물 / 공장,"2,998.35㎡","지상 6층, 지하 1층",떨어짐(2미터 미만),없음,건축 > 해체 및 철거공사,가시설 > 비계,해체작업,공장 / 내부,비계 / 1층 상단,수직보호망 해체중 비계 발판이 없는것을 인식못하고 작없중 떨어짐,현장 작업자 교육 및 현장대리인을 통한 작업자 재교육 실시와 안전사고 예방을 위한 지속적 관리 요청.
TRAIN_08094,2022-08-26 오전 08:50,정규작업 -,맑음,26℃,20%,토목 / 항만 / 계류시설,-,-,끼임,없음,토목 > 항만공사,기타 > 기타,정리작업,계류시설 / 인접주변,기타 / 앞,로프 올리는 작업 중 부주의에 의해 장갑이 로라에 끼임,"사고사례 전파 및 교육, 작업방법 확인 및 교육, 근로자 불안전한 행동 밀착관리를 통한 동종 사고 재발 방지."
TRAIN_08095,2022-08-26 오전 08:15,정규작업 -,맑음,22℃,75%,토목 / 철도 / 지하철,-,-,부딪힘,없음,토목 > 가설공사,가시설 > 가설도로,운반작업,지하철 / 인접주변,가설도로 / 보행자 통로,- 본작업장에서 공사용가도 구간으로 자재 (강관비계파이프-6m)이동시 자전거를 발견하지 못함- 보행자 유도원이 타 근로자와 함께 자재 운반,"보행자 통로 가림막 휀스 제거와 전담 신호수 교육 및 배치를 통한 시야 확보, 사고현장 내외부 보행자 교행구간 안전시설물 재정비 및 재발 방지 대책 수립, 전직원 안전교육 시행."
TRAIN_08096,2022-08-26 오전 08:04,정규작업 -,맑음,25℃,55%,건축 / 건축물 / 기타,"83,506.74㎡","지상 23층, 지하 4층",부딪힘,전도,건축 > 철근콘크리트공사,가시설 > 거푸집,형틀 및 목공,기타 / 외부,거푸집 / 바닥,합벽구간 벽체 거푸집 설치작업 중 버팀대 설치 미흡으로 거푸집 전도,벽체 거푸집 설치 시 거푸집 지지대 설치와 안전관리계획서상 명기된 시공방법 및 순서 준수 확인.
TRAIN_08097,2022-08-26 오전 07:50,정규작업 -,맑음,28℃,78%,토목 / 하천 / 기타,-,-,기타,없음,토목 > 교량공사,기타 > 기타,해체작업,기타 / 외부,기타 / 상부(위),기존 교량 철거 공사 중 현장관리자(현장소장)가 장비 작업 지시를  하기 위해 교량 상판 위에서 이동 중 뛰어내려 발목 골절됨,작업자 안전교육 철저와 치료완료 후 현장복귀를 통한 재발 방지 대책.
TRAIN_08098,2022-08-26 오전 07:50,작업 전 -,맑음,27℃,50%,건축 / 건축물 / 교정 및 군사시설,"19,198.85㎡","지상 1층, 지하 0층",넘어짐(미끄러짐),없음,건축 > 철근콘크리트공사,건설공구 > 공구류,타설작업,교정 및 군사시설 / 외부,공구류 / 바닥,진동다짐 장비 이동간 미끄럼 발생으로 인한 발빠짐,근로자 안전교육 강조와 이동간 작업발판 이용 강조를 포함한 9월 안전교육(콘크리트공 특별교육) 실시 및 작업계획서 중점관리 반영.
TRAIN_08099,2022-08-25 오후 06:00,정규작업 -,맑음,33℃,40%,토목 / 터널 / 도로터널,-,-,넘어짐(물체에 걸림),없음,토목 > 터널공사,기타 > 기타,준비작업,도로터널 / 내부,기타 / 바닥,급결재 하역 작업중 하역 후 정리정돈 미흡으로 인한 넘어지면서 어깨에 충격이 가해진 사고,작업장 정리정돈 및 안전수칙 준수에 대한 관리감독자의 철저한 확인.
TRAIN_08100,2022-08-25 오후 04:00,정규작업 -,흐림,23℃,30%,건축 / 건축물 / 공동주택,"59,618.38㎡","지상 4층, 지하 1층",물체에 맞음,없음,건축 > 철근콘크리트공사,건설자재 > 자재,양중작업,공동주택 / 내부,자재 / 바닥,양중 작업전 주변 지장물 미확인 및 신호방법 불량(신호 및 줄걸이 등 신호수 단독 작업 실시),"작업 전 주변 지장물 확인 및 작업공간 확보, 타워크레인 양중작업 시 줄걸이 등 2인 1조 작업 실시 여부 확인."
TRAIN_08101,2022-08-25 오후 04:00,정규작업 -,맑음,29℃,70%,건축 / 건축물 / 공동주택,"13,716.97㎡","지상 9층, 지하 3층",물체에 맞음,없음,건축 > 철근콘크리트공사,건설자재 > 자재,해체작업,공동주택 / 내부,자재 / 상부(위),"거푸짐 해체 중 뽑던 못이 튕겨나오며 눈에 맞았으며, 개인보호구 착용을 통해 방지해야 했음",작업자 개인보호구 지급 및 착용 교육 실시.
TRAIN_08102,2022-08-25 오후 03:40,정규작업 -,맑음,27℃,71%,건축 / 건축물 / 창고시설,"191,827.38㎡","지상 4층, 지하 1층",넘어짐(물체에 걸림),없음,건축 > 철근콘크리트공사,부재 > 슬래브,조립작업,창고시설 / 외부,슬래브 / 상부(위),코어#10 주변 2층 슬라브에서 이동중 PC슬라브 틈에 발이 걸려 넘어짐,작업 전 안전교육 강화와 해당 사고 내용 근로자 전파교육 실시 계획.
TRAIN_08103,2022-08-25 오후 03:30,정규작업 -,맑음,30℃,95%,건축 / 건축물 / 교육연구시설,462.30㎡,"지상 1층, 지하 0층",떨어짐(2미터 이상 ~ 3미터 미만),없음,건축 > 철근콘크리트공사,가시설 > 거푸집,형틀 및 목공,교육연구시설 / 외부,거푸집 / 고소,연결복도 슬라브 형틀 작업중 작업자 부주의로 2m 높이에서 추락하여  자상 발생,근로자 대상 안전 작업 방법 교육 및 작업 방법 개선과 건설사고 신고 후 작업자 상태에 대한 추적 관리.
TRAIN_08104,2022-08-25 오후 03:30,정규작업 -,맑음,30℃,40%,건축 / 건축물 / 업무시설,"12,568.88㎡","지상 20층, 지하 4층",기타,없음,기타 > 기타,기타 > 기타,청소작업,업무시설 / 내부,기타 / 지하,2022년08월25일 목요일 오후 15시 ~ 15시30분 경 광주광역시 광산구 쌍암동 694-108번지 쌍암동 ck 업무시설 신축공사 현장에서 지하층 청소 및 자재정리 하면서 철근에 긁힌사고,안전교육과 지하층 전등 추가 설치를 통한 현장 관리 감독 강화.
TRAIN_08105,2022-08-25 오후 02:30,정규작업 -,흐림,28℃,60%,토목 / 상하수도 / 하수도,-,-,떨어짐(2미터 미만),없음,토목 > 철근콘크리트공사,가시설 > 거푸집,조립작업,하수도 / 내부,거푸집 / 상부(위),더운날씨로 인한 집중력 저하,"작업전 낙상 관련 안전교육 실시, 안전장구 착용 확인, 안전걸이 확인."
TRAIN_08106,2022-08-25 오후 02:20,정규작업 -,흐림,25℃,70%,건축 / 건축물 / 공동주택,"136,685㎡","지상 34층, 지하 4층",부딪힘,없음,건축 > 철근콘크리트공사,기타 > 기타,조립작업,공동주택 / 외부,기타 / 상부(위),"2022년 8월 25일 305동 TG보 철근작업 중 기둥과 손이 부딪혀 통증이 있어 정형외과 방문하여 단순 타박상으로 판단했으나, 추후 왼쪽 검지내측 인대파열로 변경현장내 목격자가 없으며 작업자의 단순과실로 판단됨",작업 시 주변 간섭물 확인 및 현장 안전 점검 실시를 통한 재발 방지 대책.
TRAIN_08107,2022-08-25 오후 02:00,정규작업 -,흐림,31℃,92%,토목 / 기타 / 부지조성,-,-,물체에 맞음,없음,토목 > 해체 및 철거공사,건설공구 > 공구류,정리작업,부지조성 / 인접주변,공구류 / 하부(아래),파이프서포트 작업 시 불안전한 작업 인지부족으로 발생한 재해,작업 전 안전교육 실시와 위험행동 주지 후 작업 개시.
TRAIN_08108,2022-08-25 오후 01:30,정규작업 -,맑음,25℃,60%,건축 / 건축물 / 업무시설,"80,700㎡","지상 25층, 지하 3층","절단, 베임",없음,건축 > 철골공사,기타 > 기타,설치작업,업무시설 / 지상1층 서측,기타 / 바닥,■ 사고경위- 언제: 22년 08월 25일 13시 30분경- 어디서: 지상 1층 중앙통로 서측면에서- 누가: 철골공이- 무엇을: 철판(플레이트)을- 왜: 설치하던 중- 어떻게: 철판 모서리에 손가락이 끼어 우측 검지가 베이는 사고 발생,동종 근로자 안전교육 실시.
TRAIN_08109,2022-08-25 오후 01:30,정규작업 -,흐림,24℃,50%,건축 / 건축물 / 교정 및 군사시설,"1,239.42㎡","지상 2층, 지하 0층",넘어짐(물체에 걸림),없음,건축 > 철근콘크리트공사,건설자재 > 자재,형틀 및 목공,교정 및 군사시설 / 외벽,자재 / 바닥,거푸집 제작 이동간 바닥에 놓인 각재 미확인으로 넘어짐,작업장 주변 정리 실시와 안전교육 강화를 통한 재발 방지 대책 및 산재 조사관의 결과 확인과 현장 정리 철저를 포함한 향후 조치 계획.
TRAIN_08110,2022-08-25 오후 01:30,정규작업 -,강우,24℃,30%,건축 / 건축물 / 교정 및 군사시설,672㎡,"지상 1층, 지하 0층",넘어짐(물체에 걸림),없음,건축 > 철근콘크리트공사,건설자재 > 철근,형틀 및 목공,교정 및 군사시설 / 입고장비차양대/내부,철근 / 상부(위),넘어지며 철근에 부딪힘,일일위험 예지 활동 강화를 통한 작업장 지형 및 안전통로 이동의 재발 방지 대책.
TRAIN_08111,2022-08-25 오후 01:20,정규작업 -,흐림,29℃,0%,건축 / 건축물 / 근린생활시설,681.40㎡,"지상 3층, 지하 1층",떨어짐(10미터 이상),없음,기계설비 > 기계설비공사,건설자재 > 레일,조립작업,근린생활시설 / 외부,레일 / 상부(위),체결 불량으로인한 추락,"현장 안전점검 및 작업중지, 안전교육 및 안전장치 착용에 대한 행정지도 시행."
TRAIN_08112,2022-08-25 오후 01:10,정규작업 -,맑음,24℃,63%,토목 / 도로 / 기타,-,-,물체에 맞음,없음,토목 > 도로 및 포장공사,부재 > 철골부재,설치작업,기타 / 인접주변,철골부재 / 상부(위),사업부지 경계부에 방음벽 지주(H빔) 설치 과정에서 크레인과 지주를 연결하는 반자동후크의 안전핀이 제거되지 않아 이를 확인하고자 지주를 눕히는 과정에서 크레인 신호수가 작업구간에 접근하였고 갑지기 안전핀이 빠지면서 지주가 전도되며 신호수의 두부를 타박하여 재해가 발생됨.,"작업자 본연의 업무 수행을 위한 교육 실시, 반자동후크의 비정상 작동에 따른 대처방안 교육 실시, 양중 작업 중 작업반경내 접근금지 조치, 도시개발사업 공사현장 안전사고 예방 철저 통보 및 현장점검 실시."
TRAIN_08113,2022-08-25 오전 11:30,정규작업 -,맑음,23℃,70%,건축 / 건축물 / 공동주택,"153,732㎡","지상 25층, 지하 5층",물체에 맞음,없음,건축 > 철근콘크리트공사,건설자재 > 자재,설치작업,공동주택 / 내부,자재 / 바닥,"미끄러워 놓침, 자재 취급시 파지 위치 부적정",자재 취급 시 물기 제거와 올바른 파지 위치 및 방법 교육을 통한 재발 방지 대책 이행 여부 확인 및 지도.
TRAIN_08114,2022-08-25 오전 11:20,정규작업 -,흐림,29℃,60%,건축 / 건축물 / 공동주택,"167,488㎡","지상 29층, 지하 2층",물체에 맞음,없음,건축 > 철근콘크리트공사,가시설 > 강관동바리,해체작업,공동주택 / 내부,강관동바리 / 지하,작업계획서 준수 및 작업지휘자 배치 미흡,작업계획서 준수 및 작업지휘자 배치와 해당 공종 재발방지 대책 수립 관련 사항 교육 실시.
TRAIN_08115,2022-08-25 오전 11:00,정규작업 -,맑음,30℃,70%,건축 / 건축물 / 근린생활시설,843㎡,"지상 4층, 지하 0층",물체에 맞음,없음,건축 > 철근콘크리트공사,시설물 > 건물,타설작업,근린생활시설 / 내부,건물 / 바닥,콘크리트 타설 중 펌프카 호스를  잡지 않아도 되는 상황에서 호스를 잡다가 놓쳐서 왼쪽  발등 부분을 타격하여 일어난 사고,"현장 안전 교육 및 보호구 착용 철저, 각 공정별 책임자 지시에 적극 협조, 공사 시 안전 교육 실시 및 사고자 산재보험 처리 등의 조치 계획."
TRAIN_08116,2022-08-25 오전 10:30,정규작업 -,맑음,27℃,70%,토목 / 교량 / 도로교량,-,-,부딪힘,없음,토목 > 교량공사,부재 > 철골부재,타설작업,도로교량 / SB 합성거더 상부,철골부재 / 상부(위),스터드볼트가 없는 곳으로 교차 형식으로 이동하던 중 발을 헛디뎌 넘어지면서 우측 무릎을 빔 보강재에 부딪힘,"무릎 및 정강이 보호대 지급, 협력업체 특별안전교육 실시, tbm 시 작업방법 및 여건에 따른 위험요인 및 안전대책 공유, 정강이 및 무릎 보호대 지급, 특별안전교육 실시."
TRAIN_08117,2022-08-25 오전 10:00,정규작업 -,흐림,22℃,40%,건축 / 건축물 / 창고시설,"91,865.79㎡","지상 7층, 지하 2층",넘어짐(기타),없음,건축 > 철근콘크리트공사,기타 > 기타,형틀 및 목공,창고시설 / 옹벽 기초부와 토사 되메우기 경계부분,기타 / 바닥,작업장 바닥 및 근로자 이동통로 구간 지반 견고 및 평탄성 관리 미흡 및 부주의,자재 적재장소에서 작업장 간 근로자 소운반 이동경로 확보와 이동 경로상 사고 유발 방해물 제거를 통한 재발 방지 대책과 근로자 사례에 따른 교육 진행 요청으로 향후 조치 계획 수립.
TRAIN_08118,2022-08-25 오전 10:00,정규작업 -,맑음,25℃,25%,건축 / 건축물 / 공동주택,"45,709㎡","지상 25층, 지하 2층",넘어짐(기타),없음,건축 > 철근콘크리트공사,건설자재 > 철근,설치작업,공동주택 / 외부,철근 / 상부(위),"현장 관리자, 작업자 부주의",안전교육 강화 및 수시 자재정리 실시를 통한 재발 방지 대책.
TRAIN_08119,2022-08-25 오전 09:50,정규작업 -,흐림,21℃,85%,건축 / 건축물 / 공동주택,53.90㎡,"지상 20층, 지하 2층",물체에 맞음,없음,건축 > 철근콘크리트공사,가시설 > 특수거푸집(갱폼 등),해체작업,공동주택 / 내부,특수거푸집(갱폼 등) / 바닥,갱폼 슬라브 고정철사에 턴버클 고리 두 개 동시 체결,"슬라브 고정철사에 고리 한 개만 체결하고, 관리감독자가 작업방법을 점검한 후 작업을 시작하며, 위험성 평가 및 교육을 통해 근로자가 투입 전 숙지하도록 하고, 고위험 작업 시 숙련공을 투입하며 관리감독자의 철저한 관리를 통해 작업 시 안전관리자 및 관리 인원이 상주하여 체계적인 관리와 사전 예방이 이루어지도록 즉각적인 시정 조치를 취하는 것."
TRAIN_08120,2022-08-25 오전 09:40,정규작업 -,맑음,28℃,60%,토목 / 상하수도 / 하수도,-,-,끼임,없음,토목 > 관공사,건설기계 > 굴착기,부설 및 다짐작업,하수도 / 외부,굴착기 / 앞,단순 아차사고,장비 운전원에 대한 추락 및 전도 위험 주지와 정기적인 안전교육 실시.
TRAIN_08121,2022-08-25 오전 09:20,정규작업 -,흐림,24℃,61%,건축 / 건축물 / 공장,"697,000㎡","지상 12층, 지하 1층",끼임,없음,기계설비 > 기계설비공사,기타 > 작업대차,설치작업,공장 / 내부,작업대차 / 바닥,용접대차 이동 시 전방 시야 미 확보,작업 구간 위험 요인 판단 및 유도원 위치 지정
TRAIN_08122,2022-08-25 오전 09:20,정규작업 -,강우,21℃,99%,건축 / 건축물 / 운동시설,"6,139.26㎡","지상 5층, 지하 3층",떨어짐(2미터 미만),없음,토목 > 가설공사,기타 > 기타,설치작업,운동시설 / 외부,기타 / 지하,"2인1조 브라켓(X브레싱 자재)을 버팀보위에 위치해 두고 설치작업을 하던중, 재해자가 이동을 하다 중심을 잃어 추락예상되어 1.5M 지상바닥으로 뛰어내려 오른쪽발 뒤꿈치 상해",작업자 교육 철저와 안전 강조를 통한 골절부 수술 등 조치 예정.
TRAIN_08123,2022-08-25 오전 07:30,정규작업 -,흐림,27℃,70%,건축 / 건축물 / 공장,"505,565㎡","지상 7층, 지하 1층",끼임,없음,산업설비 > 산업설비공사,건설공구 > 공구류,운반작업,공장 / 내부,공구류 / 옆,공구함이 가득 차 있는 상태로 인력운반 및 모서리 부분 미보양 / 적합한 개인보호구(협착/자상 방지장갑)의 미착용.,"공구함 인력운반 시 공구 분리 보관, 모서리 부분 보양 조치, 개인보호구 착용."
TRAIN_08124,2022-08-25 오전 07:15,정규작업 -,흐림,22℃,78%,건축 / 건축물 / 공동주택,"5,144.19㎡","지상 4층, 지하 1층",넘어짐(미끄러짐),없음,건축 > 철근콘크리트공사,가시설 > 거푸집,설치작업,공동주택 / 외부,거푸집 / 바닥,"형틀목공 조**(50대,중국)씨가 유로폼에 폼오일을 도포하던 중 미끄러져 넘어지며 유로폼 모서리에 등을 부딪혀 병원에 내원",작업방법 개선과 작업장 정리정돈 철저.
TRAIN_08125,2022-08-24 오후 05:00,정규작업 -,흐림,22℃,67%,토목 / 상하수도 / 상수도,-,-,넘어짐(미끄러짐),없음,토목 > 토공사,토사 및 암반 > 절토사면,설치작업,상수도 / 외부,절토사면 / 상부(위),15년 이상된 숙련된 작업자이지만 실수로 발을 헛디드며 엉덩방아를 찧어 허리를 삐끗함,사고 예방을 위한 근로자 교육 강화 및 건강 상태 점검 철저.
TRAIN_08126,2022-08-24 오후 04:00,정규작업 -,맑음,27℃,70%,건축 / 건축물 / 교육연구시설,"20,024㎡","지상 5층, 지하 1층",물체에 맞음,없음,건축 > 철근콘크리트공사,가시설 > 강관동바리,설치작업,교육연구시설 / 내부,강관동바리 / 바닥,개구부 주위 자재정리 이흡,자재반입구 낙하물방지망 설치와 안전관리 철저를 통한 재발 방지 대책.
TRAIN_08127,2022-08-24 오후 03:40,정규작업 -,맑음,24℃,65%,건축 / 건축물 / 교정 및 군사시설,"3,531㎡","지상 1층, 지하 2층",부딪힘,없음,건축 > 건축 토공사,건설기계 > 굴착기,정리작업,교정 및 군사시설 / 외부,굴착기 / 바닥,굴착기를 이탈시 시동을 끄지 않고 내렸다가 탑승할 때 레버를 건드려서 앞에 있던 재해자가 장비에 충돌,"굴착기 등 장비운전원이 운전석에서 이탈 시 반드시 전원 분리하도록 교육하고, 현장 내 모든 관리자 및 근로자 특별안전교육 및 위험성평가 실시, 작업 시작 전 TBM을 실시하여 현장 내 위험 요소에 대한 파악, 신호수 배치 시 해당 작업장소 주변에 상주시켜 장비 주변으로 근로자 접근 제한하는 조치."
TRAIN_08128,2022-08-24 오후 03:00,정규작업 -,맑음,30℃,20%,건축 / 건축물 / 업무시설,"24,090㎡","지상 20층, 지하 2층",끼임,없음,기타 > 기타,기타 > 기타,기타,업무시설 / 외부,기타 / 출입문,부주의로 인한 출입문 사이에 손가락 끼임,작업자 안전주의 교육 철저와 사고 작업자 치료완치 후 작업 투입 조치로 동일 사고 발생 방지.
TRAIN_08129,2022-08-24 오후 03:00,정규작업 -,맑음,28℃,60%,건축 / 건축물 / 공동주택,"346,220.81㎡","지상 4층, 지하 46층",떨어짐(2미터 이상 ~ 3미터 미만),없음,건축 > 철근콘크리트공사,가시설 > 거푸집,형틀 및 목공,공동주택 / 내부,거푸집 / 고소,타워크레인 주인양로프가 거푸집 보 브라켓 볼트에 걸려 거푸집이 낙하되면서 2.8m 아래로 추락함,보 거푸집 안전작업 지침 수립과 작업자 안전교육 실시.
TRAIN_08130,2022-08-24 오후 01:45,정규작업 -,흐림,28℃,66%,건축 / 건축물 / 근린생활시설,129.24㎡,"지상 14층, 지하 6층",넘어짐(미끄러짐),기타,건축 > 건축 토공사,건설기계 > 천공기,기타,근린생활시설 / 외부,천공기 / 상부(위),숭강로에서 내려오다 발을 헛디어 미끄러져 넘어짐,TBM 및 안전교육 시 유사 사고 사례 반복 교육과 해당 작업팀 대상 특별안전교육 실시 및 현장 전체 안전 미비 사항 조치.
TRAIN_08131,2022-08-24 오후 01:30,정규작업 -,맑음,30℃,60%,건축 / 건축물 / 근린생활시설,"5,814.25㎡","지상 18층, 지하 2층",떨어짐(2미터 미만),없음,건축 > 도장공사,가시설 > 작업발판,마감작업,근린생활시설 / 내부,작업발판 / 바닥,이동식 틀비계 작업 중 상부에서 불안전한 자세로 작업중 떨어지는 사고,이동식 틀비계 작업 시 2인1조로 작업 방침을 세우고 안전교육을 실시하는 재발 방지 대책과 향후 조치 계획.
TRAIN_08132,2022-08-24 오후 01:25,정규작업 -,맑음,28℃,0%,건축 / 건축물 / 공동주택,"158,985.73㎡","지상 32층, 지하 3층",찔림,기타,건축 > 철근콘크리트공사,건설기계 > 기중기(이동식크레인 등),양중작업,공동주택 / 외부,기중기(이동식크레인 등) / 내부,작업상세도 상 양중작업 적정 거리 표시 및 신호수 교육 미흡,"오전/오후 TBM 시 작업계획서 내용 숙지 강화, 체크리스트를 활용한 장비 점검 실시, 크레인 작업 시 안전관리자 1명 추가 상주, 크레인 작업 반경 식별 가능하도록 조치 및 재발방지대책 보고서 자료 제출."
TRAIN_08133,2022-08-24 오후 12:30,기타 -,흐림,28℃,85%,건축 / 건축물 / 공장,"2,621㎡","지상 2층, 지하 0층",물체에 맞음,없음,기계설비 > 기계설비공사,기타 > 기타,기타,공장 / 내부,기타 / 바닥,엘리베이터 작업도중 엘리베이터 케이지와 무게추의 수평을 맞추기 위해 무게추 아래에 받쳐 놓은 파이프가 탈락되어 카운터프레임 상부에 두부를 맞아 사고 발생,현장 내 안전수칙 및 재발 방지 교육과 작업 계획 수립.
TRAIN_08134,2022-08-24 오전 11:30,정규작업 -,맑음,25℃,70%,토목 / 상하수도 / 하수도,-,-,끼임,없음,토목 > 관공사,토사 및 암반 > 굴착사면,매설작업,하수도 / 외부,굴착사면 / 옆,상수관로가 기 매설(2020)되어 지반이 연약한 상황에서 인접 토지 굴착으로 하수관로 매설 중 연약해진 굴착사면 일부가 깎임,토피 2m 이상 가시설 기반영 외 상수관로가 인접한 연약지반에 가시설 추가 반영 및 그 외 연약지반 발견 시 공사감독 협의 후 가시설 설치를 통한 안전사고 예방 요청 공문 발송.
TRAIN_08135,2022-08-24 오전 11:20,정규작업 -,흐림,24℃,74%,건축 / 건축물 / 업무시설,"34,697㎡","지상 4층, 지하 2층",물체에 맞음,없음,건축 > 철근콘크리트공사,건설자재 > 자재,정리작업,업무시설 / 내부,자재 / 어깨위에서 떨어짐,자재이동중 자재 미끄져 떨어짐,안전교육 실시와 보호구 착용 상태 점검을 통한 재발 방지 대책 및 전 근로자 안전교육과 TBM 실시 계획.
TRAIN_08136,2022-08-24 오전 10:50,정규작업 -,맑음,32℃,50%,건축 / 건축물 / 문화 및 집회시설,"8,610㎡","지상 3층, 지하 1층",넘어짐(기타),없음,건축 > 철골공사,가시설 > 시스템동바리,조립작업,문화 및 집회시설 / 외부,시스템동바리 / 바닥,시스템 동바리 작업중 발목 접질림(타박),작업자 안전교육을 통한 재발 방지 대책 마련.
TRAIN_08137,2022-08-24 오전 10:30,정규작업 -,맑음,25℃,60%,건축 / 건축물 / 업무시설,"5,146.42㎡","지상 19층, 지하 2층",물체에 맞음,없음,건축 > 철근콘크리트공사,가시설 > 거푸집,정리작업,업무시설 / 내부,거푸집 / 상부(위),5층 슬라브에서 근로자가 자재 정리 중 상부에서 낙하물이 발생하여 추돌하는 사고,공사장 안전점검 및 재발 방지 대책 수립.
TRAIN_08138,2022-08-24 오전 10:30,정규작업 -,맑음,26℃,65%,건축 / 건축물 / 공동주택,"24,161.33㎡","지상 3층, 지하 1층",찔림,없음,기타 > 기타,가시설 > 기타 가시설,형틀 및 목공,공동주택 / 내부,기타 가시설 / 옆,벌 쏘임에 의한 재해,산업재해 재발 방지를 위한 유해위험요소 제거 및 관리감독자의 상주.
